ticket_id,timestamp,date,week,month,vertical,contact_reason,channel,market,resolution,handle_time_min,csat_score,first_contact_resolution,repeat_contact
CRM-002612,2025-04-03 02:02:47,2025-04-03,14,2025-04,Ride,Safety concern,Email,Jordan,Resolved - Refund,16.8,4,1,1
CRM-004937,2025-04-03 07:24:55,2025-04-03,14,2025-04,Ride,Lost item,Phone,UAE,Resolved - Explanation,7.9,5,1,0
CRM-004909,2025-04-03 07:50:33,2025-04-03,14,2025-04,Quik,Substituted item not accepted,Phone,KSA,Resolved - Explanation,8.3,3,1,0
CRM-000105,2025-04-03 08:32:40,2025-04-03,14,2025-04,Ride,Wrong fare charged,In-App Chat,Pakistan,Resolved - Explanation,3.9,3,1,0
CRM-003985,2025-04-03 08:38:53,2025-04-03,14,2025-04,Food,Restaurant closed,Phone,UAE,Resolved - Refund,7.6,4,1,0
CRM-003170,2025-04-03 08:49:55,2025-04-03,14,2025-04,Pay,Cashback not credited,Phone,Pakistan,Escalated,16.6,5,0,0
CRM-003528,2025-04-03 09:01:58,2025-04-03,14,2025-04,Ride,Cancellation fee dispute,Social Media,UAE,Resolved - Refund,14.9,4,1,0
CRM-004943,2025-04-03 09:20:52,2025-04-03,14,2025-04,Food,Missing items,In-App Chat,Egypt,Resolved - Explanation,4.7,3,1,0
CRM-003818,2025-04-03 10:54:38,2025-04-03,14,2025-04,Ride,Route deviation,Email,UAE,Auto-resolved,0.6,3,1,0
CRM-002222,2025-04-03 12:14:49,2025-04-03,14,2025-04,Food,Refund not processed,In-App Chat,UAE,Auto-resolved,0.3,3,1,0
CRM-003607,2025-04-03 12:43:11,2025-04-03,14,2025-04,Ride,Wrong fare charged,In-App Chat,Pakistan,Auto-resolved,1.2,4,1,0
CRM-004278,2025-04-03 12:50:49,2025-04-03,14,2025-04,Pay,Bill payment error,In-App Chat,KSA,Resolved - Refund,4.8,2,1,0
CRM-003253,2025-04-03 12:51:14,2025-04-03,14,2025-04,Ride,Wrong fare charged,Phone,Pakistan,Auto-resolved,1.3,5,1,0
CRM-003483,2025-04-03 12:57:10,2025-04-03,14,2025-04,Pay,Unauthorized transaction,In-App Chat,Egypt,Resolved - Refund,6.0,4,1,0
CRM-003801,2025-04-03 13:36:15,2025-04-03,14,2025-04,Food,Refund not processed,In-App Chat,UAE,Resolved - Refund,3.5,3,1,0
CRM-001465,2025-04-03 14:21:57,2025-04-03,14,2025-04,Food,Restaurant closed,In-App Chat,KSA,Resolved - Refund,3.3,5,1,0
CRM-001927,2025-04-03 14:33:33,2025-04-03,14,2025-04,Ride,Wrong fare charged,In-App Chat,KSA,Resolved - Refund,4.1,2,1,0
CRM-000374,2025-04-03 17:05:13,2025-04-03,14,2025-04,Quik,Damaged packaging,Social Media,KSA,Resolved - Refund,14.7,4,1,0
CRM-001462,2025-04-03 17:28:12,2025-04-03,14,2025-04,Food,Missing items,In-App Chat,Egypt,Resolved - Refund,6.5,5,1,0
CRM-000340,2025-04-03 17:37:34,2025-04-03,14,2025-04,Food,Refund not processed,Email,UAE,Resolved - Refund,26.4,4,1,0
CRM-004614,2025-04-03 18:16:59,2025-04-03,14,2025-04,Food,Restaurant closed,Phone,Egypt,Auto-resolved,0.2,4,1,0
CRM-004399,2025-04-03 18:43:35,2025-04-03,14,2025-04,Ride,Promo code not applied,Social Media,Egypt,Auto-resolved,0.4,1,1,0
CRM-001567,2025-04-03 19:04:11,2025-04-03,14,2025-04,Food,Missing items,Phone,Egypt,Auto-resolved,1.0,4,1,0
CRM-004288,2025-04-03 19:04:30,2025-04-03,14,2025-04,Ride,Lost item,In-App Chat,KSA,Resolved - Refund,2.6,1,1,0
CRM-002535,2025-04-03 19:33:08,2025-04-03,14,2025-04,Pay,Unauthorized transaction,Phone,UAE,Pending - Follow-up,8.1,4,0,0
CRM-002862,2025-04-03 20:10:38,2025-04-03,14,2025-04,Ride,Lost item,In-App Chat,UAE,Auto-resolved,1.1,3,1,1
CRM-002039,2025-04-04 01:01:23,2025-04-04,14,2025-04,Ride,Promo code not applied,Phone,Egypt,Escalated,25.1,3,0,0
CRM-004235,2025-04-04 05:42:49,2025-04-04,14,2025-04,Quik,Missing items,Email,UAE,Resolved - Explanation,10.2,1,1,0
CRM-001851,2025-04-04 06:41:59,2025-04-04,14,2025-04,Ride,Cancellation fee dispute,Phone,Egypt,Resolved - Refund,10.3,2,1,0
CRM-000082,2025-04-04 07:04:09,2025-04-04,14,2025-04,Food,Overcharged,Email,UAE,Resolved - Explanation,23.5,4,1,0
CRM-000307,2025-04-04 07:48:42,2025-04-04,14,2025-04,Quik,Order cancelled by store,In-App Chat,KSA,Resolved - Coupon,4.7,4,1,0
CRM-002596,2025-04-04 08:52:47,2025-04-04,14,2025-04,Quik,Late delivery,Social Media,UAE,Resolved - Refund,7.8,3,1,0
CRM-001256,2025-04-04 08:53:57,2025-04-04,14,2025-04,Food,Overcharged,Email,KSA,Escalated,27.5,3,0,1
CRM-001842,2025-04-04 09:07:36,2025-04-04,14,2025-04,Ride,Lost item,In-App Chat,Pakistan,Resolved - Explanation,4.2,4,1,0
CRM-004410,2025-04-04 09:12:14,2025-04-04,14,2025-04,Food,Late delivery,Email,Pakistan,Resolved - Refund,20.8,4,1,1
CRM-000236,2025-04-04 09:15:26,2025-04-04,14,2025-04,Food,Cold food,In-App Chat,Egypt,Auto-resolved,1.2,4,1,0
CRM-002303,2025-04-04 10:13:47,2025-04-04,14,2025-04,Quik,Missing items,Social Media,UAE,Pending - Follow-up,14.2,4,0,1
CRM-004322,2025-04-04 10:18:09,2025-04-04,14,2025-04,Food,Refund not processed,Phone,UAE,Escalated,22.2,3,0,0
CRM-001452,2025-04-04 12:03:29,2025-04-04,14,2025-04,Food,Order never arrived,Email,UAE,Resolved - Refund,16.2,5,1,0
CRM-001378,2025-04-04 13:26:28,2025-04-04,14,2025-04,Food,Cold food,Phone,Jordan,Auto-resolved,0.6,2,1,1
CRM-002549,2025-04-04 14:51:45,2025-04-04,14,2025-04,Food,Wrong items delivered,In-App Chat,Pakistan,Resolved - Coupon,2.5,4,1,0
CRM-003016,2025-04-04 15:01:26,2025-04-04,14,2025-04,Pay,Bill payment error,Email,KSA,Auto-resolved,0.3,5,1,1
CRM-002275,2025-04-04 16:02:14,2025-04-04,14,2025-04,Food,Order never arrived,Phone,Jordan,Resolved - Coupon,9.6,4,1,0
CRM-001505,2025-04-04 16:43:17,2025-04-04,14,2025-04,Quik,Damaged packaging,Phone,UAE,Resolved - Refund,11.5,5,1,0
CRM-003575,2025-04-04 16:48:00,2025-04-04,14,2025-04,Food,Refund not processed,In-App Chat,KSA,Resolved - Coupon,7.1,4,1,0
CRM-002429,2025-04-04 16:56:53,2025-04-04,14,2025-04,Food,Restaurant closed,In-App Chat,Jordan,Resolved - Refund,5.1,5,1,0
CRM-000707,2025-04-04 18:18:53,2025-04-04,14,2025-04,Quik,Order cancelled by store,In-App Chat,Pakistan,Resolved - Refund,2.4,5,1,0
CRM-003038,2025-04-04 18:52:33,2025-04-04,14,2025-04,Ride,Lost item,In-App Chat,KSA,Resolved - Explanation,5.9,5,1,0
CRM-003672,2025-04-04 20:29:46,2025-04-04,14,2025-04,Ride,Cancellation fee dispute,Email,Pakistan,Pending - Follow-up,10.1,1,0,0
CRM-003096,2025-04-04 20:53:44,2025-04-04,14,2025-04,Food,Refund not processed,Email,Pakistan,Pending - Follow-up,13.4,4,0,0
CRM-000235,2025-04-05 01:02:30,2025-04-05,14,2025-04,Ride,Wrong fare charged,Email,Pakistan,Auto-resolved,1.1,1,1,0
CRM-003729,2025-04-05 04:26:58,2025-04-05,14,2025-04,Food,Order never arrived,Phone,Jordan,Resolved - Coupon,6.1,5,1,0
CRM-004888,2025-04-05 06:07:55,2025-04-05,14,2025-04,Ride,Safety concern,Email,Pakistan,Resolved - Refund,25.5,3,1,0
CRM-004013,2025-04-05 07:07:58,2025-04-05,14,2025-04,Pay,Cashback not credited,In-App Chat,KSA,Resolved - Coupon,5.7,4,1,0
CRM-003386,2025-04-05 07:28:35,2025-04-05,14,2025-04,Quik,Damaged packaging,In-App Chat,KSA,Resolved - Refund,3.3,3,1,0
CRM-000049,2025-04-05 08:11:46,2025-04-05,14,2025-04,Ride,Cancellation fee dispute,In-App Chat,KSA,Resolved - Explanation,4.1,5,1,0
CRM-001001,2025-04-05 08:19:36,2025-04-05,14,2025-04,Food,Overcharged,In-App Chat,UAE,Resolved - Explanation,6.1,4,1,0
CRM-004868,2025-04-05 08:23:00,2025-04-05,14,2025-04,Food,Late delivery,In-App Chat,Egypt,Resolved - Refund,3.2,5,1,0
CRM-002435,2025-04-05 09:23:43,2025-04-05,14,2025-04,Food,Cold food,Phone,KSA,Escalated,33.2,2,0,0
CRM-001202,2025-04-05 09:51:10,2025-04-05,14,2025-04,Ride,Safety concern,Phone,Egypt,Resolved - Explanation,6.0,4,1,0
CRM-003327,2025-04-05 10:23:24,2025-04-05,14,2025-04,Pay,Wallet balance mismatch,Phone,UAE,Resolved - Coupon,9.4,4,1,0
CRM-000047,2025-04-05 11:45:12,2025-04-05,14,2025-04,Ride,Wrong fare charged,Email,UAE,Resolved - Coupon,25.7,4,1,0
CRM-002009,2025-04-05 11:59:21,2025-04-05,14,2025-04,Quik,Substituted item not accepted,In-App Chat,Pakistan,Pending - Follow-up,5.2,5,0,0
CRM-004036,2025-04-05 12:36:49,2025-04-05,14,2025-04,Pay,Bill payment error,Phone,Egypt,Resolved - Explanation,9.5,4,1,0
CRM-004525,2025-04-05 13:10:20,2025-04-05,14,2025-04,Food,Restaurant closed,Social Media,UAE,Auto-resolved,0.8,4,1,0
CRM-004458,2025-04-05 14:22:44,2025-04-05,14,2025-04,Ride,Cancellation fee dispute,Phone,Jordan,Auto-resolved,0.6,3,1,0
CRM-002721,2025-04-05 14:41:20,2025-04-05,14,2025-04,Food,Refund not processed,Email,Egypt,Resolved - Refund,13.7,3,1,1
CRM-004214,2025-04-05 15:39:28,2025-04-05,14,2025-04,Pay,Bill payment error,Phone,UAE,Auto-resolved,0.8,5,1,0
CRM-002859,2025-04-05 17:24:25,2025-04-05,14,2025-04,Food,Late delivery,Phone,Jordan,Resolved - Explanation,11.0,5,1,0
CRM-003458,2025-04-05 18:21:00,2025-04-05,14,2025-04,Food,Late delivery,In-App Chat,KSA,Resolved - Refund,5.5,4,1,0
CRM-001608,2025-04-05 18:22:41,2025-04-05,14,2025-04,Pay,Failed top-up,In-App Chat,UAE,Resolved - Explanation,5.7,2,1,0
CRM-000136,2025-04-05 19:04:08,2025-04-05,14,2025-04,Food,Cold food,Phone,UAE,Pending - Follow-up,10.2,4,0,0
CRM-002007,2025-04-05 19:43:25,2025-04-05,14,2025-04,Ride,Route deviation,Phone,Egypt,Resolved - Explanation,12.3,5,1,0
CRM-003617,2025-04-05 20:34:44,2025-04-05,14,2025-04,Quik,Wrong address delivery,Social Media,Jordan,Resolved - Explanation,12.0,3,1,0
CRM-000557,2025-04-05 20:42:15,2025-04-05,14,2025-04,Quik,Substituted item not accepted,Phone,Egypt,Auto-resolved,1.1,5,1,1
CRM-004601,2025-04-05 20:59:26,2025-04-05,14,2025-04,Ride,Route deviation,In-App Chat,Pakistan,Resolved - Refund,2.9,4,1,0
CRM-002787,2025-04-05 21:14:39,2025-04-05,14,2025-04,Pay,Unauthorized transaction,Phone,KSA,Auto-resolved,1.2,4,1,1
CRM-001701,2025-04-05 21:27:00,2025-04-05,14,2025-04,Food,Overcharged,In-App Chat,Pakistan,Resolved - Refund,5.8,2,1,0
CRM-000500,2025-04-05 21:34:36,2025-04-05,14,2025-04,Food,Order never arrived,Email,UAE,Resolved - Explanation,9.6,4,1,0
CRM-000876,2025-04-06 03:17:37,2025-04-06,14,2025-04,Quik,Order cancelled by store,In-App Chat,Egypt,Resolved - Coupon,4.6,2,1,0
CRM-002737,2025-04-06 06:19:13,2025-04-06,14,2025-04,Quik,Wrong address delivery,Phone,KSA,Resolved - Coupon,8.4,4,1,0
CRM-000958,2025-04-06 08:21:59,2025-04-06,14,2025-04,Quik,Wrong address delivery,In-App Chat,KSA,Escalated,14.7,3,0,0
CRM-000120,2025-04-06 08:45:30,2025-04-06,14,2025-04,Ride,Cancellation fee dispute,Social Media,Jordan,Escalated,16.1,5,0,0
CRM-003382,2025-04-06 09:16:30,2025-04-06,14,2025-04,Food,Order never arrived,In-App Chat,KSA,Resolved - Refund,6.4,3,1,0
CRM-003489,2025-04-06 09:19:49,2025-04-06,14,2025-04,Quik,Substituted item not accepted,In-App Chat,UAE,Auto-resolved,1.4,4,1,0
CRM-000861,2025-04-06 09:28:43,2025-04-06,14,2025-04,Food,Order never arrived,Social Media,KSA,Resolved - Explanation,17.9,4,1,0
CRM-004406,2025-04-06 10:21:45,2025-04-06,14,2025-04,Pay,Transfer failed,In-App Chat,UAE,Resolved - Coupon,4.9,2,1,1
CRM-001583,2025-04-06 10:35:34,2025-04-06,14,2025-04,Food,Late delivery,Phone,KSA,Resolved - Refund,4.3,5,1,1
CRM-000281,2025-04-06 10:45:57,2025-04-06,14,2025-04,Food,Overcharged,In-App Chat,UAE,Auto-resolved,1.5,4,1,0
CRM-000399,2025-04-06 11:28:28,2025-04-06,14,2025-04,Food,Late delivery,Email,KSA,Resolved - Explanation,15.8,4,1,0
CRM-004219,2025-04-06 11:31:12,2025-04-06,14,2025-04,Pay,Unauthorized transaction,In-App Chat,Jordan,Resolved - Coupon,6.9,3,1,0
CRM-003881,2025-04-06 11:34:33,2025-04-06,14,2025-04,Quik,Late delivery,Email,UAE,Resolved - Explanation,20.3,4,1,0
CRM-002211,2025-04-06 11:37:09,2025-04-06,14,2025-04,Quik,Damaged packaging,In-App Chat,Egypt,Pending - Follow-up,4.0,3,0,0
CRM-000822,2025-04-06 12:10:05,2025-04-06,14,2025-04,Pay,Failed top-up,In-App Chat,UAE,Auto-resolved,0.2,3,1,0
CRM-002554,2025-04-06 12:56:58,2025-04-06,14,2025-04,Quik,Order cancelled by store,Phone,Egypt,Escalated,26.0,2,0,1
CRM-003471,2025-04-06 13:04:45,2025-04-06,14,2025-04,Pay,Transfer failed,Phone,KSA,Escalated,16.3,4,0,0
CRM-002734,2025-04-06 13:30:32,2025-04-06,14,2025-04,Ride,Cancellation fee dispute,Email,UAE,Resolved - Refund,19.8,3,1,0
CRM-002241,2025-04-06 13:54:48,2025-04-06,14,2025-04,Quik,Expired product delivered,In-App Chat,Jordan,Pending - Follow-up,2.9,2,0,0
CRM-004319,2025-04-06 14:11:52,2025-04-06,14,2025-04,Quik,Expired product delivered,Phone,KSA,Pending - Follow-up,5.8,3,0,0
CRM-004846,2025-04-06 14:12:51,2025-04-06,14,2025-04,Quik,Order cancelled by store,In-App Chat,KSA,Resolved - Coupon,3.9,4,1,0
CRM-001475,2025-04-06 14:41:01,2025-04-06,14,2025-04,Quik,Missing items,In-App Chat,KSA,Auto-resolved,0.2,5,1,0
CRM-003188,2025-04-06 14:51:10,2025-04-06,14,2025-04,Pay,Unauthorized transaction,Email,KSA,Resolved - Explanation,25.3,4,1,0
CRM-001330,2025-04-06 15:40:08,2025-04-06,14,2025-04,Ride,Route deviation,Social Media,KSA,Resolved - Refund,10.2,5,1,0
CRM-004324,2025-04-06 16:54:41,2025-04-06,14,2025-04,Food,Overcharged,In-App Chat,Jordan,Resolved - Refund,4.6,3,1,0
CRM-000952,2025-04-06 17:48:58,2025-04-06,14,2025-04,Ride,Route deviation,In-App Chat,KSA,Resolved - Coupon,6.8,4,1,0
CRM-003580,2025-04-06 17:54:59,2025-04-06,14,2025-04,Ride,Route deviation,Email,KSA,Pending - Follow-up,19.6,3,0,1
CRM-000186,2025-04-06 18:05:25,2025-04-06,14,2025-04,Pay,Transfer failed,Phone,Egypt,Resolved - Coupon,11.3,4,1,0
CRM-004267,2025-04-06 18:39:37,2025-04-06,14,2025-04,Quik,Expired product delivered,In-App Chat,Pakistan,Resolved - Explanation,2.9,2,1,0
CRM-004641,2025-04-06 18:54:25,2025-04-06,14,2025-04,Food,Wrong items delivered,Email,KSA,Resolved - Explanation,20.0,3,1,0
CRM-003898,2025-04-06 19:27:27,2025-04-06,14,2025-04,Quik,Expired product delivered,In-App Chat,UAE,Resolved - Explanation,4.9,5,1,0
CRM-004175,2025-04-06 19:58:49,2025-04-06,14,2025-04,Food,Order never arrived,Phone,Egypt,Resolved - Explanation,5.1,1,1,1
CRM-004594,2025-04-06 20:04:48,2025-04-06,14,2025-04,Food,Wrong items delivered,In-App Chat,KSA,Escalated,8.7,3,0,0
CRM-002866,2025-04-06 20:22:29,2025-04-06,14,2025-04,Ride,Lost item,In-App Chat,Pakistan,Auto-resolved,0.2,3,1,0
CRM-002288,2025-04-06 20:29:21,2025-04-06,14,2025-04,Pay,Failed top-up,In-App Chat,Jordan,Resolved - Coupon,2.8,4,1,0
CRM-002955,2025-04-06 20:41:04,2025-04-06,14,2025-04,Ride,Promo code not applied,Phone,Pakistan,Escalated,21.0,5,0,0
CRM-004750,2025-04-06 22:33:13,2025-04-06,14,2025-04,Quik,Expired product delivered,Phone,UAE,Resolved - Refund,8.4,4,1,1
CRM-001455,2025-04-06 22:39:11,2025-04-06,14,2025-04,Ride,Wrong fare charged,In-App Chat,KSA,Resolved - Coupon,7.0,2,1,0
CRM-004461,2025-04-07 02:40:49,2025-04-07,15,2025-04,Pay,Cashback not credited,Phone,UAE,Auto-resolved,0.9,1,1,0
CRM-001989,2025-04-07 10:11:59,2025-04-07,15,2025-04,Ride,Lost item,In-App Chat,KSA,Escalated,5.7,5,0,0
CRM-003272,2025-04-07 10:31:15,2025-04-07,15,2025-04,Ride,Safety concern,Social Media,UAE,Resolved - Explanation,16.3,3,1,0
CRM-000487,2025-04-07 10:44:51,2025-04-07,15,2025-04,Quik,Substituted item not accepted,Email,UAE,Auto-resolved,1.4,4,1,0
CRM-002593,2025-04-07 11:07:48,2025-04-07,15,2025-04,Pay,Wallet balance mismatch,Phone,UAE,Pending - Follow-up,7.5,4,0,0
CRM-001478,2025-04-07 11:16:08,2025-04-07,15,2025-04,Quik,Order cancelled by store,In-App Chat,KSA,Resolved - Coupon,6.4,2,1,0
CRM-002719,2025-04-07 13:45:52,2025-04-07,15,2025-04,Food,Missing items,In-App Chat,Pakistan,Resolved - Refund,6.7,3,1,0
CRM-003589,2025-04-07 14:27:53,2025-04-07,15,2025-04,Quik,Late delivery,In-App Chat,UAE,Auto-resolved,1.0,3,1,0
CRM-002002,2025-04-07 15:12:01,2025-04-07,15,2025-04,Quik,Damaged packaging,Email,Pakistan,Resolved - Refund,18.0,2,1,0
CRM-002401,2025-04-07 15:14:00,2025-04-07,15,2025-04,Ride,Safety concern,In-App Chat,KSA,Resolved - Refund,4.8,4,1,0
CRM-002465,2025-04-07 16:11:21,2025-04-07,15,2025-04,Ride,App crash during ride,In-App Chat,Jordan,Auto-resolved,1.4,3,1,0
CRM-004394,2025-04-07 16:32:51,2025-04-07,15,2025-04,Food,Wrong items delivered,In-App Chat,Jordan,Escalated,18.4,5,0,0
CRM-000540,2025-04-07 17:31:48,2025-04-07,15,2025-04,Food,Order never arrived,In-App Chat,Pakistan,Resolved - Explanation,5.8,4,1,0
CRM-004121,2025-04-07 17:47:58,2025-04-07,15,2025-04,Food,Cold food,Email,Pakistan,Resolved - Explanation,9.4,5,1,0
CRM-001413,2025-04-07 18:16:10,2025-04-07,15,2025-04,Pay,Cashback not credited,Email,Jordan,Resolved - Coupon,16.8,4,1,1
CRM-000261,2025-04-07 19:18:01,2025-04-07,15,2025-04,Food,Late delivery,In-App Chat,KSA,Resolved - Coupon,5.7,3,1,1
CRM-002513,2025-04-07 20:11:47,2025-04-07,15,2025-04,Ride,Route deviation,In-App Chat,Pakistan,Resolved - Explanation,5.8,3,1,0
CRM-002841,2025-04-07 20:23:34,2025-04-07,15,2025-04,Food,Order never arrived,In-App Chat,Jordan,Escalated,10.3,5,0,0
CRM-001398,2025-04-07 20:44:40,2025-04-07,15,2025-04,Food,Refund not processed,Phone,Jordan,Resolved - Coupon,5.7,4,1,0
CRM-003706,2025-04-07 21:02:51,2025-04-07,15,2025-04,Pay,Unauthorized transaction,In-App Chat,KSA,Resolved - Coupon,5.5,4,1,0
CRM-002139,2025-04-07 21:16:13,2025-04-07,15,2025-04,Food,Cold food,Phone,UAE,Resolved - Refund,6.7,4,1,0
CRM-004043,2025-04-07 21:18:04,2025-04-07,15,2025-04,Ride,Driver no-show,In-App Chat,KSA,Escalated,11.6,3,0,0
CRM-002690,2025-04-07 23:33:04,2025-04-07,15,2025-04,Quik,Damaged packaging,Email,Jordan,Escalated,49.8,3,0,0
CRM-000870,2025-04-08 07:07:57,2025-04-08,15,2025-04,Quik,Wrong address delivery,In-App Chat,KSA,Resolved - Explanation,3.0,4,1,0
CRM-004639,2025-04-08 07:29:57,2025-04-08,15,2025-04,Pay,Failed top-up,In-App Chat,KSA,Auto-resolved,0.8,4,1,0
CRM-002101,2025-04-08 08:16:44,2025-04-08,15,2025-04,Food,Refund not processed,Email,Pakistan,Resolved - Explanation,17.7,1,1,1
CRM-003215,2025-04-08 09:06:08,2025-04-08,15,2025-04,Ride,Lost item,Social Media,KSA,Auto-resolved,0.7,2,1,0
CRM-000030,2025-04-08 09:21:17,2025-04-08,15,2025-04,Pay,Transfer failed,In-App Chat,Jordan,Resolved - Explanation,6.2,3,1,1
CRM-001524,2025-04-08 09:35:43,2025-04-08,15,2025-04,Ride,Driver no-show,Phone,UAE,Auto-resolved,1.0,5,1,0
CRM-001014,2025-04-08 09:44:05,2025-04-08,15,2025-04,Quik,Late delivery,Social Media,UAE,Resolved - Explanation,6.8,5,1,0
CRM-001604,2025-04-08 10:10:07,2025-04-08,15,2025-04,Ride,Driver no-show,In-App Chat,KSA,Resolved - Refund,5.5,5,1,0
CRM-004495,2025-04-08 10:25:07,2025-04-08,15,2025-04,Quik,Late delivery,In-App Chat,UAE,Resolved - Refund,6.7,2,1,0
CRM-000725,2025-04-08 11:21:49,2025-04-08,15,2025-04,Ride,Safety concern,In-App Chat,UAE,Auto-resolved,0.9,2,1,0
CRM-003946,2025-04-08 12:04:36,2025-04-08,15,2025-04,Ride,Safety concern,Email,UAE,Resolved - Coupon,18.8,3,1,0
CRM-003778,2025-04-08 13:20:24,2025-04-08,15,2025-04,Ride,Route deviation,Phone,KSA,Resolved - Explanation,7.0,2,1,1
CRM-000072,2025-04-08 13:29:00,2025-04-08,15,2025-04,Food,Cold food,Phone,UAE,Resolved - Coupon,11.5,5,1,0
CRM-001092,2025-04-08 13:42:36,2025-04-08,15,2025-04,Food,Order never arrived,Phone,Egypt,Resolved - Explanation,9.0,4,1,1
CRM-002106,2025-04-08 13:47:18,2025-04-08,15,2025-04,Pay,Transfer failed,Phone,Egypt,Resolved - Explanation,8.1,3,1,0
CRM-001434,2025-04-08 14:06:09,2025-04-08,15,2025-04,Quik,Expired product delivered,In-App Chat,Egypt,Resolved - Coupon,5.2,3,1,0
CRM-001266,2025-04-08 14:30:18,2025-04-08,15,2025-04,Quik,Order cancelled by store,Social Media,Pakistan,Resolved - Refund,7.0,5,1,0
CRM-003974,2025-04-08 14:30:40,2025-04-08,15,2025-04,Pay,Unauthorized transaction,Email,KSA,Resolved - Coupon,25.0,3,1,0
CRM-003914,2025-04-08 14:51:22,2025-04-08,15,2025-04,Pay,Transfer failed,Phone,KSA,Resolved - Refund,7.4,5,1,0
CRM-000187,2025-04-08 14:54:06,2025-04-08,15,2025-04,Food,Refund not processed,In-App Chat,UAE,Auto-resolved,0.8,4,1,0
CRM-003447,2025-04-08 14:56:52,2025-04-08,15,2025-04,Food,Order never arrived,In-App Chat,Jordan,Escalated,8.7,3,0,0
CRM-000151,2025-04-08 16:26:32,2025-04-08,15,2025-04,Ride,Safety concern,In-App Chat,Egypt,Auto-resolved,0.1,3,1,0
CRM-000045,2025-04-08 16:49:41,2025-04-08,15,2025-04,Ride,App crash during ride,In-App Chat,UAE,Auto-resolved,0.9,5,1,0
CRM-004200,2025-04-08 17:05:12,2025-04-08,15,2025-04,Quik,Missing items,Social Media,KSA,Resolved - Refund,11.1,5,1,0
CRM-004074,2025-04-08 17:29:21,2025-04-08,15,2025-04,Pay,Unauthorized transaction,Email,Jordan,Resolved - Refund,20.5,2,1,0
CRM-002332,2025-04-08 17:52:16,2025-04-08,15,2025-04,Quik,Late delivery,Email,Egypt,Auto-resolved,0.6,4,1,0
CRM-000705,2025-04-08 17:59:12,2025-04-08,15,2025-04,Quik,Order cancelled by store,Phone,Jordan,Resolved - Refund,5.2,2,1,1
CRM-003033,2025-04-08 19:06:04,2025-04-08,15,2025-04,Ride,Route deviation,Email,KSA,Resolved - Explanation,10.4,3,1,0
CRM-000175,2025-04-08 19:09:51,2025-04-08,15,2025-04,Quik,Missing items,Phone,KSA,Resolved - Refund,8.7,3,1,0
CRM-002137,2025-04-08 19:40:52,2025-04-08,15,2025-04,Food,Late delivery,Phone,Jordan,Resolved - Refund,8.7,2,1,0
CRM-000103,2025-04-08 20:55:20,2025-04-08,15,2025-04,Food,Missing items,Phone,Jordan,Resolved - Refund,11.4,1,1,1
CRM-000329,2025-04-08 21:09:19,2025-04-08,15,2025-04,Food,Order never arrived,Phone,KSA,Auto-resolved,0.6,5,1,0
CRM-001964,2025-04-08 21:42:24,2025-04-08,15,2025-04,Ride,App crash during ride,In-App Chat,UAE,Pending - Follow-up,2.6,4,0,0
CRM-004860,2025-04-09 05:32:42,2025-04-09,15,2025-04,Pay,Wallet balance mismatch,Email,Pakistan,Resolved - Explanation,20.6,3,1,0
CRM-004566,2025-04-09 07:36:32,2025-04-09,15,2025-04,Pay,Unauthorized transaction,Phone,KSA,Resolved - Explanation,9.1,2,1,0
CRM-004205,2025-04-09 07:39:39,2025-04-09,15,2025-04,Ride,Cancellation fee dispute,In-App Chat,UAE,Auto-resolved,1.0,3,1,0
CRM-001721,2025-04-09 08:22:04,2025-04-09,15,2025-04,Ride,Lost item,Email,KSA,Pending - Follow-up,22.9,4,0,0
CRM-001195,2025-04-09 08:35:36,2025-04-09,15,2025-04,Ride,Safety concern,In-App Chat,KSA,Resolved - Refund,5.1,4,1,0
CRM-001916,2025-04-09 08:51:46,2025-04-09,15,2025-04,Quik,Substituted item not accepted,Email,UAE,Resolved - Coupon,23.6,3,1,0
CRM-003080,2025-04-09 09:23:08,2025-04-09,15,2025-04,Pay,Unauthorized transaction,Phone,Jordan,Escalated,10.9,4,0,0
CRM-004066,2025-04-09 10:21:46,2025-04-09,15,2025-04,Food,Overcharged,In-App Chat,Egypt,Resolved - Coupon,7.1,3,1,0
CRM-001750,2025-04-09 11:04:44,2025-04-09,15,2025-04,Ride,Lost item,Phone,Pakistan,Resolved - Explanation,12.5,2,1,0
CRM-004851,2025-04-09 11:14:17,2025-04-09,15,2025-04,Food,Late delivery,In-App Chat,Jordan,Auto-resolved,1.2,2,1,0
CRM-000691,2025-04-09 11:19:46,2025-04-09,15,2025-04,Food,Wrong items delivered,Phone,UAE,Escalated,12.7,5,0,0
CRM-000764,2025-04-09 11:39:21,2025-04-09,15,2025-04,Quik,Wrong address delivery,Email,UAE,Auto-resolved,0.3,2,1,0
CRM-000877,2025-04-09 11:42:27,2025-04-09,15,2025-04,Food,Wrong items delivered,In-App Chat,Jordan,Resolved - Refund,4.2,4,1,0
CRM-001923,2025-04-09 11:48:10,2025-04-09,15,2025-04,Ride,Route deviation,In-App Chat,UAE,Escalated,14.3,5,0,0
CRM-002726,2025-04-09 12:40:20,2025-04-09,15,2025-04,Food,Wrong items delivered,In-App Chat,KSA,Escalated,10.4,4,0,0
CRM-000978,2025-04-09 12:52:46,2025-04-09,15,2025-04,Ride,App crash during ride,Social Media,Jordan,Resolved - Coupon,13.3,5,1,0
